0.470892175,0.013202935,0.999837577,0.000162423,0.001850066,0.007663575,1,1,1,1,0.347826087,1
0.018638843,5.81E-05,0.999981932,1.81E-05,0.000217154,0.000520853,1,1,1,1,0.52173913,1
0.175077042,0.000917117,0.999969651,3.03E-05,0.00533716,0.020809143,1,1,1,1,0.304347826,1
0.220880284,1.45E-05,0.999999619,3.81E-07,0.005649814,0.028927343,1,1,1,1,0.391304348,1
0.002887199,3.23E-05,0.999935201,6.48E-05,0.002728966,0.002606724,1,1,1,1,0.434782609,1
0.019738556,8.88E-05,0.999973934,2.61E-05,0.000943252,0.00302001,1,1,1,1,0.391304348,1
0.261266594,0,1,0,0.015988265,0.046684216,1,1,1,1,0.565217391,1
0.000245645,0.000668462,0.984478104,0.015521896,0.000258586,0.000327403,1,1,1,1,0.347826087,1
0.019098185,4.84E-05,0.999985305,0.000014695,0.000365253,0.000654058,1,1,1,1,0.434782609,1
0.091523319,9.20E-05,0.999994174,5.83E-06,0.00411916,0.016254559,1,1,1,1,0.391304348,1
0.260798411,4.04E-05,0.999999103,8.97E-07,0.008823371,0.025675,0,1,1,1,0.434782609,1
0.167071821,0.000384285,0.999986674,1.33E-05,0.003063952,0.01441854,1,1,1,1,0.695652174,1
0.279431763,0.001138323,0.999976398,0.000023602,0.00288588,0.009590925,1,1,1,1,0.47826087,1
0.103021029,1.61E-05,0.999999092,9.08E-07,0.000604739,0.001124706,1,1,1,1,0.391304348,1
0.219634904,0.000143703,0.999996209,3.79E-06,0.0051585,0.019190502,1,1,1,1,0.434782609,1
0.061204353,0.000318085,0.99996989,3.01E-05,0.001178918,0.003974338,1,1,1,1,0.434782609,1
0.166047061,0.00020506,0.999992845,7.16E-06,0.001611168,0.012082284,1,1,1,1,0.391304348,1
0.168534585,0.001252963,0.999956928,4.31E-05,0.001714015,0.007644668,1,1,1,1,0.217391304,1
0.53619918,0.102203665,0.998896861,0.001103139,0.036184432,0.097293527,1,1,1,1,0.130434783,1
0.03892653,3.88E-05,0.999994232,5.77E-06,0.00307218,0.009590391,1,1,1,1,0.217391304,1
0.19096234,1.61E-06,0.999999951,4.90E-08,0.003704247,0.010822664,1,1,1,1,0.565217391,1
0.123735643,0.00036168,0.999983065,1.69E-05,0.00059563,0.001738493,0,1,1,1,0.347826087,1
0.020027009,3.39E-05,0.999990191,9.81E-06,0.009520966,0.021693077,1,1,1,1,0.434782609,1
0.203365001,0.000253499,0.999992778,7.22E-06,0.011387782,0.023996647,1,1,1,1,0.565217391,1
0.008721564,0.109500236,0.932189917,0.067810083,0.001392545,0.002919386,1,1,1,1,0.347826087,1
0.953746275,1,0.99396182,0.00603818,0.191856828,0.395516003,1,1,1,1,0.434782609,1
0.063365395,0.002660931,0.999756754,0.000243246,0.000156621,0.000266195,1,1,1,0.9,0.043478261,1
0.322105099,3.88E-05,0.999999303,6.97E-07,0.009663482,0.030739435,1,1,1,1,0.52173913,1
0.046972314,0.073251503,0.991045581,0.008954419,0.000204518,0.000456441,1,1,1,1,0.565217391,1
0.138165382,1.61E-05,0.999999323,6.77E-07,0.088971271,0.05715085,0,1,1,1,0.391304348,1
0.136571095,0.003589351,0.999847749,0.000152251,0.039925703,0.047189367,0,1,1,1,0.434782609,1
0.427461267,0.000306782,0.999995842,4.16E-06,0.003331941,0.006691728,1,1,1,1,0.52173913,1
0.015402167,0.000293865,0.999889468,0.000110532,0.000158678,0.000506646,1,1,1,1,0.565217391,1
0.012887616,5.97E-05,0.999973143,2.69E-05,0.000507475,0.000527263,1,1,1,1,0.434782609,1
0.028159477,0.009553842,0.998038132,0.001961868,0.001338477,0.002934661,1,1,1,1,0.52173913,1
0.525830568,0.621760219,0.993195736,0.006804264,0.003777415,0.010336955,1,1,1,1,0.260869565,1
0.39234629,0.000174381,0.999997425,2.58E-06,0.002899691,0.009795164,0,1,1,1,0.304347826,1
0.078671233,0.000660389,0.999951367,4.86E-05,0.001312325,0.003149369,1,1,1,1,0.304347826,1
